OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_source,_team,_team_id,_vert_slip_type
639,7.1-022 (C1_784),Tectonic,"Source: Ridgecrest 2019; Fracture trending N22W along west margin of distributed deformation SW of main trace, cm scale slip.",,Right,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2019-07-17T16:48:41-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.64737827,-117.4813539,CGS,At Site,,35.64737827,-117.4813539,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',
640,C2_56,Tectonic,Source: Ridgecrest 2019; Small east facing scarp. 10 cm vertical.,,Normal,East,,,,,,,,,,,,,,,,,,,,,10.0,,,,,2019-07-17T17:05:48-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.64687422,-117.4807186,CGS,At Site,,35.64687422,-117.4807186,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',Separation
641,7.1-025 (C1_787),Tectonic,Source: Ridgecrest 2019; Fracture zone up to 60 cm wide trending N24W with cm scale horizontal separations,,Right,,,,,,,,,Zone of deformation,0.600000024,,,,,,,,,2.0,,,,,,,,2019-07-17T17:13:41-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.64513041,-117.4801388,CGS,At Site,,35.64513041,-117.4801388,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',
642,7.1-028 (C1_790),Tectonic,"Source: Ridgecrest 2019; Minor extensional fault down to east up to 2 cm, N28E locally ",,Extensional,East,,28.0,,,,,,,,,,,,,,,,,,,,,2.0,,,2019-07-17T17:28:11-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.64370658,-117.4777458,CGS,At Site,,35.64370658,-117.4777458,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',Separation
643,C2_60,Tectonic,Source: Ridgecrest 2019; Small vertical displacement >5cm down to SE. Series of paralleling tending NE strands.,,Normal,East,,,,,,,,Scarp,,,,,,,,,,,,,,5.0,,,,2019-07-17T17:30:08-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.6439072,-117.4776765,CGS,At Site,,35.6439072,-117.4776765,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',Separation
644,C2_61,Tectonic,"Source: Ridgecrest 2019; Small scarp, down to east; <5cm vertical. Possible paleoscarp",,Normal,East,,,,,,,,Scarp,,,,,,,,,,,,,,,5.0,,,2019-07-17T17:40:21-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.64302438,-117.4752392,CGS,At Site,,35.64302438,-117.4752392,7.1,"J. Hernandez/CGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/17-1',Separation
645,,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,,,,,,,,,,,,,,0.400000006,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.52634,-117.34825,UCSD-Scripps,At Site,,35.52634,-117.34825,7.1,D. Singleton/SDSU,'07/18-5',
646,,Tectonic,Source: Ridgecrest 2019; Sandy wash channel left-lateral compressional step over with 1 mm vertical component.,,Left,,,,,,,0.100000001,0.150000006,,,,,,,,,,,,0.100000001,0.200000003,0.100000001,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,Natural,Extension,35.501797,-117.467017,UCSD-Scripps,At Site,Channel,35.501797,-117.467017,7.1,D. Singleton/SDSU,'07/18-5',Separation
647,,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,0.5,,,,,,,,,,,,,0.400000006,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.52636,-117.34834,UCSD-Scripps,At Site,,35.52636,-117.34834,7.1,D. Singleton/SDSU,'07/18-5',
648,,Tectonic,Source: Ridgecrest 2019; nan,,,,,,,,0.400000006,,,,,,,,,,,,,,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.52636,-117.34813,UCSD-Scripps,At Site,,35.52636,-117.34813,7.1,D. Singleton/SDSU,'07/18-5',
649,,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,0.5,,,,,,,,,,,,,0.300000012,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.52636,-117.34801,UCSD-Scripps,At Site,,35.52636,-117.34801,7.1,D. Singleton/SDSU,'07/18-5',
650,,Tectonic,Source: Ridgecrest 2019; nan,,,,,,,,0.200000003,,,,,,,,,,,,,,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.503875,-117.456908,UCSD-Scripps,At Site,,35.503875,-117.456908,7.1,D. Singleton/SDSU,'07/18-5',
651,,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,0.800000012,,,,,,,,,,,,,0.5,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.52639,-117.34783,UCSD-Scripps,At Site,,35.52639,-117.34783,7.1,D. Singleton/SDSU,'07/18-5',
652,,Tectonic,Source: Ridgecrest 2019; Middle of sandy wash channel small 1 mm vertical component,,Left,,,,,,1.200000048,,,,,,,,,,,,,0.5,,,0.100000001,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,Natural,Extension,35.501859,-117.466625,UCSD-Scripps,At Site,Channel,35.501859,-117.466625,7.1,D. Singleton/SDSU,'07/18-5',Separation
653,,Tectonic,Source: Ridgecrest 2019; Possible desiccation surface. Irregular/polygon shape,,,,,,,,0.800000012,,,,,,,,,,,,,,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.503033,-117.461316,UCSD-Scripps,At Site,,35.503033,-117.461316,7.1,D. Singleton/SDSU,'07/18-5',
654,,Tectonic,Source: Ridgecrest 2019; Middle of dry wash channel,,Left,,,,,,0.300000012,,,,,,,,,,,,,,0.300000012,0.400000006,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,Natural,Extension,35.502019,-117.467762,UCSD-Scripps,At Site,Channel,35.502019,-117.467762,7.1,D. Singleton/SDSU,'07/18-5',
655,,Tectonic,Source: Ridgecrest 2019; Cracking across dry wash channel and banks,,Left,,,,,,,0.050000001,0.600000024,,,,,,,,,,,,0.100000001,0.200000003,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,60.0,70.0,,,,,,,,,,,,,Observation time not reported,,,,,Natural,Extension,35.502021,-117.467621,UCSD-Scripps,At Site,Channel,35.502021,-117.467621,7.1,D. Singleton/SDSU,'07/18-5',
656,,Tectonic,Source: Ridgecrest 2019; Top of fault scarp,,Left,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.50301,-117.462111,UCSD-Scripps,At Site,,35.50301,-117.462111,7.1,D. Singleton/SDSU,'07/18-5',
657,,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,,,,,,,,,,,,,,,0.200000003,0.300000012,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.501806,-117.466838,UCSD-Scripps,At Site,,35.501806,-117.466838,7.1,D. Singleton/SDSU,'07/18-5',
658,,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,0.699999988,,,,,,,,,,,,,,0.100000001,0.300000012,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.502707,-117.463049,UCSD-Scripps,At Site,,35.502707,-117.463049,7.1,D. Singleton/SDSU,'07/18-5',
659,,Tectonic,Source: Ridgecrest 2019; Possible mud cracking incorporated into creep signal,,,,,,,,,0.100000001,0.5,,,,,,,,,,,,,,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.50271,-117.462714,UCSD-Scripps,At Site,,35.50271,-117.462714,7.1,D. Singleton/SDSU,'07/18-5',
660,,Tectonic,Source: Ridgecrest 2019; Possible mud cracking incorporated into creep signal,,Left,,,,,,,0.100000001,1.5,,,,,,,,,,,,0.200000003,1.200000048,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,Extension,35.501835,-117.46706,UCSD-Scripps,At Site,,35.501835,-117.46706,7.1,D. Singleton/SDSU,'07/18-5',
661,,Tectonic,Source: Ridgecrest 2019; nan,,Left,,,,,,0.699999988,,,,,,,,,,,,,,0.100000001,0.300000012,,,,,,2019-07-18T00:00:00-07,D. Singleton,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.501849,-117.466761,UCSD-Scripps,At Site,,35.501849,-117.466761,7.1,D. Singleton/SDSU,'07/18-5',
662,C2_74,Tectonic,Source: Ridgecrest 2019; Fracture/minor fault local down to SE about 1 cm. Left lateral? Based on vector of tension ,,Left,East,,,,,,,,,0.150000006,,0.159999996,,,,,,,1.0,,,,,,,,2019-07-18T08:50:47-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.64152712,-117.472948,CGS,At Site,alluvium ,35.64152712,-117.472948,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
663,C2_121,Tectonic,"Source: Ridgecrest 2019; Small east facing scarp, 30 cm side fracture zone, NE trending strand, vertical varies 4 to 12 cm",,Normal,East,,,,,,,,Scarp,0.300000012,,,,,,,,,,,,,4.0,12.0,,,2019-07-18T08:56:16-07,T. Ladinsky,,,21.0,29.0,,,,,No,No,,,,,,,,,,,,,,35.64163834,-117.4730562,CGS,At Site,,35.64163834,-117.4730562,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
664,C2_75,Tectonic,"Source: Ridgecrest 2019; Minor fault in broad zone of northeast trending faults. Generally tensional with down to NW up to 5 cm, local antithetic minor faults.",,Normal,West,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2019-07-18T08:57:51-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.64116892,-117.4728163,CGS,At Site,alluvium ,35.64116892,-117.4728163,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
665,A 10 R4 (C1_804),Tectonic,Source: Ridgecrest 2019; Right-lateral oblique normal 211 strike. 140 m wide zone deformation. 5.7 m right lateral but use gps survey,,Right - Normal,,,,,,,,,,140.0,,,,,,,,,570.0,,,,,,,,2019-07-18T09:06:30-07,J. Patton,,,,,,,,,,,,,,,,,Offset probably too large due to uncertainty in pre-earthquake road geometry,,,,,,,35.77089754,-117.6029695,CGS,At Site,,35.77089754,-117.6029695,7.1,J. Patton/CGS,'07/18-6',
666,C2_77,Tectonic,"Source: Ridgecrest 2019; Southern margin of NE trending fault zone. Dominantly down to NW tensional displacements, up to 5 cm max vertical component. Lateral slip uncertain, presumably left-lateral.",,Left - Normal,West,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2019-07-18T09:07:04-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.64036572,-117.472865,CGS,At Site,Alluvium ,35.64036572,-117.472865,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
667,C2_123,Tectonic,"Source: Ridgecrest 2019; Subsidiary strand of NE fault zone, connects with larger strand to the NE",,Normal,West,,,,,,,,Scarp,,,,,,,,,,,,,3.0,1.0,5.0,,,2019-07-18T09:12:54-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.64116036,-117.473441,CGS,At Site,,35.64116036,-117.473441,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
668,C2_80,Tectonic,"Source: Ridgecrest 2019; NE and NNW trending fractures, both appear to have tensional component. NNW trend shows up to 2 cm right lateral on N45W vector. NE trend lateral slip <1 cm",,Right,,,58.0,315.0,Offset,,,,,,,,,,,,2.0,,,,2.0,,,,,,2019-07-18T09:18:23-07,B. Swanson,,,,,,,,,No,No,,,,315.0,,,,,,,,Natural,,35.6403127,-117.4731826,CGS,At Site,Alluvium ,35.6403127,-117.4731826,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
669,PB2001 (C1_805),Tectonic,Source: Ridgecrest 2019; Approximately 30 m wide zone of ground cracking extends east from point.,,Right,,,,6.0,Offset,,,,Zone of deformation,30.0,,,6.0,,2.5,,,,2.5,,,,,,,,2019-07-18T09:18:39-07,P. Burgess,,,,,,,,,,,,,,,,,,,,,,Natural,,35.57263307,-117.4395858,CGS,At Site,Soil,35.57263307,-117.4395858,7.1,P. Burgess/CGS,'07/18-7',
670,PB2002 (C1_806),Tectonic,Source: Ridgecrest 2019; nan,,Right,,,,333.0,Offset,,,,,,,,333.0,,4.0,,,,4.0,,,,,,,,2019-07-18T09:28:49-07,P. Burgess,,,,,,,,,,,,,,,,,,,,,,Natural,,35.57347218,-117.4402325,CGS,At Site,Soil,35.57347218,-117.4402325,7.1,P. Burgess/CGS,'07/18-7',
671,C2_82,Tectonic,Source: Ridgecrest 2019; Fracture along south limit of NE trending fault zone. Multiple sub-parallel fractures crossing channel to north with minimal vertical component and sub-1 cm scale left-lateral component ,,Left,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2019-07-18T09:29:42-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.64023609,-117.4737138,CGS,At Site,Qa and Qoa.,35.64023609,-117.4737138,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
672,C2_86,Tectonic,"Source: Ridgecrest 2019; Swale center line offset, NW side up, left-lateral offset further supported by compression across right bend 2 m NE of point.",,Left,East,,,,Separation,,,,Scarp,2.0,,,,,,,,,9.0,6.0,12.0,,,,,,2019-07-18T09:37:36-07,S. Bennett,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.64078795,-117.4737754,USGS,At Site,Shallow swale center line,35.64078795,-117.4737754,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
673,PB2003 (C1_807),Tectonic,Source: Ridgecrest 2019; 2 cm to 3 cm observed offset.,,Right,,,,,Separation,,,,,,,,,,,,,,2.5,2.0,3.0,,,,,,2019-07-18T09:43:00-07,P. Burgess,,,,,,,,,,,,,,,,,,,,,,Natural,,35.57470562,-117.4410922,CGS,At Site,Soil,35.57470562,-117.4410922,7.1,P. Burgess/CGS,'07/18-7',
674,C2_83,Tectonic,"Source: Ridgecrest 2019; Primary strand of NE trending fault zone. Local width 20-40 cm. Varies from tensional to compressional depending on local trend. Trend in extensional segment N43E, N52E in compressional segment. up to 5 cm down to NW along strike to SW.",,Normal,West,,43.0,,,,,,,0.300000012,0.200000003,0.400000006,,,,,,,,,,,,5.0,,,2019-07-18T09:47:04-07,B. Swanson,,,43.0,52.0,,,,,No,No,,,,,,,,,,,,Natural,,35.64063469,-117.474013,CGS,At Site,Alluvium ,35.64063469,-117.474013,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
675,C2_125,Tectonic,"Source: Ridgecrest 2019; Rupture reconfiguration using roughness, see photos. Significant uncertainty in measurement",,Left - Normal,East,,,,Separation,,,,Scarp,,,,,,,,,,10.0,8.0,12.0,10.0,4.0,16.0,,,2019-07-18T09:50:13-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.6407313,-117.4738031,CGS,At Site,Wash bank,35.6407313,-117.4738031,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
676,C2_87,Tectonic,"Source: Ridgecrest 2019; 3 cm offset, down on NW, across 25cm wide graben; left-lateral because compression across right bend.",,Left - Normal,West,,,,,,,,Scarp,0.25,,,,,,,,,,,,3.0,2.0,4.0,,,2019-07-18T09:57:15-07,S. Bennett,,,221.0,227.0,,,,,No,No,,,,,,,,,,,,Natural,,35.64023896,-117.4744646,USGS,At Site,Alluvial fan surface,35.64023896,-117.4744646,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
677,C2_126,Tectonic,"Source: Ridgecrest 2019; Vertical measurement varies along strike, abundant right steps",,Left - Normal,West,,,,,,,,Scarp,,,,,,,,,,,,,5.0,3.0,7.0,,,2019-07-18T09:59:34-07,T. Ladinsky,,,41.0,45.0,,,,,No,No,,,,,,,,,,,,,,35.64042008,-117.4742626,CGS,At Site,,35.64042008,-117.4742626,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
678,PB2004 (C1_808),Tectonic,Source: Ridgecrest 2019; Local fault trend is N9W.,,Right,,,351.0,340.0,Offset,,,,,,,,340.0,,4.5,,,,4.5,,,,,,,,2019-07-18T09:59:48-07,P. Burgess,,,,,,,,,,,,,,,,,,,,,,Natural,,35.57696064,-117.4424437,CGS,At Site,Soil,35.57696064,-117.4424437,7.1,P. Burgess/CGS,'07/18-7',
679,C2_88,Tectonic,Source: Ridgecrest 2019; Southern limit of NE trending fault zone ,,Left,,,,288.0,Offset,,,,,,,,,,,,,,1.0,,,,,,,,2019-07-18T10:01:21-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.64011225,-117.4740406,CGS,At Site,alluvium ,35.64011225,-117.4740406,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
680,PB2005 (C1_809),Tectonic,Source: Ridgecrest 2019; Local fault trend is N29W,,Right,,,331.0,328.0,Offset,,,,,,,,328.0,,4.0,,,,4.0,,,,,,,,2019-07-18T10:08:02-07,P. Burgess,,,,,,,,,,,,,,,,,,,,,,Natural,,35.57788458,-117.4432971,CGS,At Site,Soil,35.57788458,-117.4432971,7.1,P. Burgess/CGS,'07/18-7',
681,C2_128,Tectonic,"Source: Ridgecrest 2019; Series of several NNE trending rupture strands north of prominent strand 40 m forms broad zone of deformation as it steps to the north, lateral measured only on 1 strand",,Left,North,,,,Separation,,,,,40.0,,,,,,,,,13.0,10.0,16.0,3.0,,,,,2019-07-18T10:20:25-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.64015957,-117.4750634,CGS,At Site,Swale margin,35.64015957,-117.4750634,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
682,C2_102,Tectonic,"Source: Ridgecrest 2019; 2 cm left-lateral, 2 cm vertical (NW down)",,Left - Normal,West,,,,Separation,,,,Scarp,25.0,,,,,,,,,2.0,1.0,3.0,2.0,1.0,3.0,,,2019-07-18T10:24:38-07,S. Bennett,,,41.0,45.0,,,,,No,No,,,,,,,,,,,,Cultural,,35.63879851,-117.4763236,USGS,At Site,Alluvial fan surface,35.63879851,-117.4763236,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
683,C2_91,Tectonic,"Source: Ridgecrest 2019; Primary strand in NE trending fault zone. Minor vertical component, locally 1-2 cm down to NW",,Left - Normal,West,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2019-07-18T10:26:59-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.63976453,-117.4751845,CGS,At Site,Alluvium ,35.63976453,-117.4751845,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
684,C2_101,Tectonic,"Source: Ridgecrest 2019; Southern margin of NE trending fault zone. Lateral slip <1 cm, minimal vertical component, slightly tensional. Extensive right stepping minor faults between here and main trace to NW.",,Left,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2019-07-18T10:31:34-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.63914301,-117.4755076,CGS,At Site,Alluvium ,35.63914301,-117.4755076,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
685,C2_129,Tectonic,"Source: Ridgecrest 2019; Broad zone of deformation, several parallel strands over zone ~20m",,Left - Normal,North,,,,,,,,Scarp,20.0,,,,,,,,,,,2.0,2.0,,,,,2019-07-18T10:31:36-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.64056538,-117.4748443,CGS,At Site,,35.64056538,-117.4748443,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
686,PB2006 (C1_810),Tectonic,"Source: Ridgecrest 2019; 3 m wide fault zone, 5 strands. Approximately 0.5 cm observed on each strand.",,Right,,,,,,,,,,3.0,,,,,,,,,2.5,,,,,,,,2019-07-18T10:33:28-07,P. Burgess,,,,,,,,,,,,,,,,,Total separation is sum of individual strand offsets.,,,,,Natural,,35.58094289,-117.4456892,CGS,At Site,Soil,35.58094289,-117.4456892,7.1,P. Burgess/CGS,'07/18-7',
687,C2_103,Tectonic,Source: Ridgecrest 2019; 4 cm (NW down),,Left - Normal,West,,,,,,,,Scarp,15.0,,,,,,,,,,,,4.0,3.0,5.0,,,2019-07-18T10:36:32-07,S. Bennett,,,25.0,35.0,,,,,No,No,,,,,,,,,,,,Natural,,35.63910326,-117.4759623,USGS,At Site,Alluvial fan surface,35.63910326,-117.4759623,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
688,C2_177,Tectonic,"Source: Ridgecrest 2019; T3. En echelon cracks, right stepping, left-lateral, N9. 4 cm opening.",,Left,,,,,,4.0,,,En echelon,,,,,,,,,,,,,,,,,,2019-07-18T10:36:44-07,M. Mareschal,,,,,,,,,No,No,,,,,,,,,,,,,Extension,35.57060339,-117.3655367,CGS,At Site,,35.57060339,-117.3655367,7.1,"T. Dawson/CGS
M. Mareschal/CGS
G. Seitz/CGS",'07/18-1',
689,C2_105,Tectonic,Source: Ridgecrest 2019; Main strand showing left-lateral slip. Additional slip on other smaller strands in zone. Right stepping zone/,,Left,,,,224.0,Offset,,,,,0.100000001,,,224.0,,5.0,4.0,6.0,,5.0,4.0,6.0,,,,,,2019-07-18T10:45:52-07,B. Swanson,,,,,,,,,No,No,,,,,,,,,,,,Natural,,35.63895123,-117.4761386,CGS,At Site,Alluvium ,35.63895123,-117.4761386,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
690,C2_188,Tectonic,Source: Ridgecrest 2019; Few cm apparent right-lateral displacement but no measurement taken.,,Right,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2019-07-18T10:49:23-07,J. Hernandez,,,,,,,,,No,No,,,,,,,,,,,,,,35.61493117,-117.5052747,CGS,At Site,,35.61493117,-117.5052747,6.4,"M. DeFrisco/CGS
J. Hernandez/CGS",'07/18-2',
691,C2_179,Tectonic,"Source: Ridgecrest 2019; T5. En echelon cracks, right stepping, left-lateral, N2, up to 10 cm openings",,Left,,,,,,,,10.0,En echelon,,,,,,,,,,,,,,,,,,2019-07-18T10:50:32-07,M. Mareschal,,,,,,,,,No,No,,,,,,,,,,,,,Extension,35.56871214,-117.3669907,CGS,At Site,,35.56871214,-117.3669907,7.1,"T. Dawson/CGS
M. Mareschal/CGS
G. Seitz/CGS",'07/18-1',
692,MD406 (C1_822),Tectonic,Source: Ridgecrest 2019; Fault with apparent minor right-lateral offset and extensional. Pebbles cobbles and sand back filling cracks. Locally widens to 3 m zone of discontinuous distributed faulting. 5.5 cm right-lateral offset. Slip vector 353az,,Right,,,,353.0,Offset,,,,,3.0,,,353.0,,5.5,,,,5.5,,,,,,,,2019-07-18T10:52:37-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,,,35.6147272,-117.5053715,CGS,At Site,,35.6147272,-117.5053715,6.4,"M. DeFrisco/CGS
J. Hernandez/CGS",'07/18-2',
693,C2_132,Tectonic,"Source: Ridgecrest 2019; Continued NE trending north stepping rupture, appears to line up with remote sensing lineaments.",,Left - Normal,,,,,,,,,Scarp,,,,,,,,,,,,,2.0,0.0,4.0,,,2019-07-18T11:02:42-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.63855623,-117.4768211,CGS,At Site,,35.63855623,-117.4768211,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',Separation
694,C2_133,Tectonic,"Source: Ridgecrest 2019; Broad zone of parallel strand, all appear to host <4 cm of slip. No vertical or horizontal observed.",,Left,,,,,,,,,Crack(s),,,,,,,,,,,,4.0,,,,,,2019-07-18T11:23:12-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.63750112,-117.4786694,CGS,At Site,,35.63750112,-117.4786694,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
695,C2_112,Tectonic,"Source: Ridgecrest 2019; irregular 20 m wide zone of NE trending, right stepping fractures/minor faults, presumably left lateral with slip less than several cm. minor vertical component.",,Left,,,,,,,,,Zone of deformation,20.0,,,,,,,,,,,3.0,,,,,,2019-07-18T11:30:52-07,B. Swanson,,,,5.0,,,,,No,No,,,,,,,Maximum horizontal displacement estimated from description,,,,,,,35.63655707,-117.4785782,CGS,At Site,alluvium ,35.63655707,-117.4785782,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
696,C2_134,Tectonic,"Source: Ridgecrest 2019; Several strands with numerous cross fault, all appear to have small slip, <4 cm",,Left,,,,,,,,,Crack(s),,,,,,,,,,,,4.0,,,,,,2019-07-18T11:33:29-07,T. Ladinsky,,,,,,,,,No,No,,,,,,,,,,,,,,35.63648226,-117.478784,CGS,At Site,,35.63648226,-117.478784,7.1,"S. Bennett/USGS
T. Ladinsky/CGS
B. Swanson/CGS",'07/18-3',
